experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
Senior-Level,Full-Time,Machine Learning Engineer,132600,US,Medium
Mid-Level,Full-Time,Data Engineer,149600,US,Medium
Senior-Level,Full-Time,Data Engineer,275000,US,Medium
Senior-Level,Full-Time,Business Intelligence Developer,140000,CA,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Mid-Level,Full-Time,Data Strategist,65000,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Mid-Level,Full-Time,Data Engineer,70000,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,CA,Medium
Senior-Level,Full-Time,Data Analyst,51962,US,Medium
Senior-Level,Full-Time,Data Scientist,88100,US,Medium
Senior-Level,Full-Time,Data Engineer,96000,US,Medium
Senior-Level,Full-Time,Research Scientist,225000,US,Medium
Senior-Level,Full-Time,Data Engineer,139400,US,Medium
Senior-Level,Full-Time,Research Engineer,225000,US,Medium
Senior-Level,Full-Time,Data Analyst,150000,US,Medium
Entry-Level,Full-Time,Data Reporting Analyst,90300,US,Medium
Mid-Level,Full-Time,Data Manager,109000,US,Medium
Senior-Level,Full-Time,Data Scientist,212000,US,Medium
Senior-Level,Full-Time,Applied Scientist,164000,US,Medium
Senior-Level,Full-Time,Data Analyst,128500,US,Medium
Mid-Level,Full-Time,Data Engineer,210000,US,Medium
Senior-Level,Full-Time,Data Engineer,177600,US,Large
Mid-Level,Full-Time,Business Intelligence Engineer,65800,US,Large
Mid-Level,Full-Time,Data Analyst,75000,US,Large
Mid-Level,Full-Time,Data Scientist,166000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,225000,US,Medium
Entry-Level,Full-Time,Machine Learning Research Engineer,66192,DE,Large
Senior-Level,Full-Time,Machine Learning Engineer,275000,US,Medium
Senior-Level,Full-Time,Data Engineer,47500,GB,Medium
Mid-Level,Full-Time,Data Engineer,66022,GB,Small
Mid-Level,Full-Time,Data Engineer,48585,SI,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Senior-Level,Full-Time,Applied Scientist,260000,US,Large
Senior-Level,Full-Time,Data Scientist,129300,US,Medium
Senior-Level,Full-Time,Data Analyst,115000,US,Medium
Senior-Level,Full-Time,Data Scientist,168400,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,156476,US,Medium
Mid-Level,Full-Time,Data Analyst,61800,US,Medium
Mid-Level,Full-Time,Data Scientist,161875,US,Medium
Mid-Level,Full-Time,Data Engineer,121800,US,Medium
Executive-Level,Full-Time,Head of Data,269600,US,Medium
Entry-Level,Full-Time,Applied Data Scientist,110037,GB,Large
Senior-Level,Full-Time,Machine Learning Engineer,315000,US,Medium
Mid-Level,Full-Time,Data Scientist,142200,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,266500,US,Medium
Entry-Level,Full-Time,Data Engineer,50666,LT,Medium
Mid-Level,Full-Time,Data Engineer,75000,US,Medium
Senior-Level,Full-Time,Data Engineer,203100,US,Medium
Mid-Level,Full-Time,Data Operations Engineer,100000,US,Medium
Mid-Level,Full-Time,Data Scientist,54000,BR,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Engineer,121000,US,Medium
Mid-Level,Full-Time,Data Scientist,55000,US,Medium
Senior-Level,Full-Time,Data Analyst,115934,US,Medium
Mid-Level,Full-Time,Data Analyst,85000,US,Medium
Mid-Level,Full-Time,Data Scientist,116000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,110000,CA,Medium
Senior-Level,Full-Time,Applied Scientist,138600,US,Medium
Senior-Level,Full-Time,Data Scientist,198440,US,Medium
Senior-Level,Full-Time,Lead Machine Learning Engineer,69344,PT,Large
Mid-Level,Full-Time,Data Analyst,58500,US,Medium
Entry-Level,Full-Time,Data Scientist,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,85000,US,Medium
Senior-Level,Full-Time,Data Scientist,92300,US,Medium
Senior-Level,Full-Time,Research Scientist,85469,US,Medium
Mid-Level,Full-Time,Data Engineer,106250,GB,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Executive-Level,Full-Time,Data Engineer,163500,US,Medium
Senior-Level,Full-Time,Data Engineer,43096,GB,Medium
Senior-Level,Full-Time,Machine Learning Engineer,255800,US,Medium
Mid-Level,Full-Time,Analytics Engineer,100000,US,Medium
Mid-Level,Full-Time,Data Scientist,112000,US,Medium
Mid-Level,Full-Time,Data Analyst,150000,US,Medium
Mid-Level,Full-Time,Data Scientist,120000,US,Medium
Mid-Level,Full-Time,Director of Data Science,192000,US,Medium
Mid-Level,Full-Time,Data Engineer,120000,US,Medium
Entry-Level,Full-Time,Data Analyst,74300,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,323300,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,287500,AU,Medium
Senior-Level,Full-Time,Data Scientist,112000,US,Medium
Senior-Level,Full-Time,Data Engineer,207300,US,Medium
Senior-Level,Full-Time,Research Engineer,157000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,175000,US,Medium
Mid-Level,Full-Time,Data Scientist,115000,US,Medium
Entry-Level,Full-Time,Data Analyst,56100,NL,Medium
Senior-Level,Full-Time,Data Scientist,210000,US,Medium
Senior-Level,Full-Time,Data Science Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Scientist,55000,US,Medium
Senior-Level,Full-Time,Data Scientist,175000,US,Medium
Senior-Level,Full-Time,Data Scientist,197000,CA,Medium
Senior-Level,Full-Time,Data Scientist,100000,US,Medium
Mid-Level,Full-Time,AI Scientist,30000,GH,Small
Senior-Level,Full-Time,Data Scientist,310270,US,Medium
Senior-Level,Full-Time,Analytics Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Science,243000,US,Medium
Entry-Level,Full-Time,Data Analyst,150000,US,Medium
Mid-Level,Full-Time,Data Scientist,92350,GB,Medium
Senior-Level,Full-Time,ML Engineer,238000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,235000,US,Medium
Senior-Level,Full-Time,Lead Machine Learning Engineer,77777,FI,Large
Senior-Level,Full-Time,Machine Learning Engineer,180000,US,Medium
Senior-Level,Full-Time,Data Engineer,291500,US,Medium
Senior-Level,Full-Time,ML Engineer,137500,GB,Small
Mid-Level,Full-Time,Data Analyst,206000,US,Medium
Senior-Level,Full-Time,Applied Scientist,136000,US,Large
Mid-Level,Full-Time,Data Scientist,67723,GB,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204000,US,Medium
Senior-Level,Full-Time,Applied Scientist,260000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,129000,US,Medium
Senior-Level,Full-Time,Data Lead,225000,US,Medium
Senior-Level,Full-Time,Applied Scientist,159100,US,Large
Senior-Level,Full-Time,Data Analyst,113000,US,Medium
Mid-Level,Full-Time,Data Analyst,100000,US,Medium
Executive-Level,Full-Time,Data Science,220000,US,Medium
Mid-Level,Full-Time,Data Engineer,205600,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,170000,US,Medium
Senior-Level,Full-Time,Data Scientist,205000,US,Medium
Executive-Level,Full-Time,Data Manager,70000,US,Medium
Senior-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Analyst,157500,US,Medium
Senior-Level,Full-Time,Data Manager,130000,US,Medium
Senior-Level,Full-Time,Data Engineer,126900,US,Medium
Senior-Level,Full-Time,Applied Scientist,230000,US,Medium
Entry-Level,Full-Time,Research Analyst,219000,US,Medium
Mid-Level,Full-Time,Applied Scientist,136000,US,Large
Mid-Level,Full-Time,Data Scientist,166000,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Senior-Level,Full-Time,Data Engineer,106800,US,Medium
Senior-Level,Full-Time,Applied Scientist,192000,US,Medium
Senior-Level,Full-Time,Data Engineer,101570,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,331640,US,Medium
Senior-Level,Full-Time,Research Scientist,175000,US,Medium
Senior-Level,Full-Time,Data Science Manager,245100,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,79600,US,Large
Senior-Level,Full-Time,Staff Machine Learning Engineer,185000,US,Medium
Senior-Level,Full-Time,Data Engineer,145000,US,Medium
Entry-Level,Full-Time,Data Analyst,63000,US,Medium
Mid-Level,Full-Time,Data Science,106500,US,Medium
Senior-Level,Full-Time,Data Scientist,238000,CA,Medium
Mid-Level,Full-Time,Data Analyst,195600,US,Medium
Senior-Level,Full-Time,Data Engineer,155000,US,Medium
Senior-Level,Full-Time,Data Lead,140000,US,Medium
Senior-Level,Full-Time,Data Engineer,170000,US,Medium
Entry-Level,Full-Time,Research Analyst,43500,US,Medium
Mid-Level,Full-Time,Data Integration Engineer,110000,US,Medium
Senior-Level,Full-Time,Data Analyst,127000,US,Medium
Mid-Level,Full-Time,Data Scientist,123040,GB,Medium
Senior-Level,Full-Time,Data Engineer,66666,PL,Medium
Senior-Level,Full-Time,Data Scientist,228000,US,Medium
Mid-Level,Full-Time,Data Analyst,72400,GB,Medium
Senior-Level,Full-Time,Data Architect,192564,US,Medium
Senior-Level,Full-Time,Data Engineer,195700,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,125000,US,Medium
Senior-Level,Full-Time,Data Scientist,220000,US,Medium
Senior-Level,Full-Time,Research Scientist,303050,US,Medium
Executive-Level,Full-Time,Head of Machine Learning,245000,US,Medium
Senior-Level,Full-Time,Data Engineer,213600,US,Medium
Mid-Level,Full-Time,Data Analyst,80000,US,Medium
Senior-Level,Full-Time,Research Scientist,500000,US,Medium
Mid-Level,Full-Time,Data Scientist,54552,US,Medium
Senior-Level,Full-Time,Data Quality Analyst,100000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,130000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,65000,AE,Small
Mid-Level,Full-Time,Data Engineer,80420,US,Medium
Senior-Level,Full-Time,Data Engineer,185000,US,Medium
Senior-Level,Full-Time,Data Scientist,211000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,247500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,210000,US,Medium
Mid-Level,Full-Time,Machine Learning Scientist,200000,US,Small
Senior-Level,Full-Time,Research Scientist,202350,US,Medium
Senior-Level,Full-Time,Data Analyst,121600,US,Medium
Mid-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Science Manager,231250,US,Medium
Senior-Level,Full-Time,Data Scientist,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,140250,US,Medium
Senior-Level,Full-Time,Data Scientist,172758,US,Medium
Mid-Level,Full-Time,Data Scientist,90500,US,Medium
Senior-Level,Full-Time,Data Scientist,105000,US,Medium
Senior-Level,Full-Time,Data Analyst,127075,US,Medium
Senior-Level,Full-Time,Data Analyst,61520,GB,Medium
Senior-Level,Full-Time,Research Scientist,323300,US,Medium
Senior-Level,Full-Time,Data Scientist,205000,US,Medium
Mid-Level,Full-Time,Business Intelligence Engineer,185000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,167000,US,Medium
Senior-Level,Full-Time,Data Science,207900,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,238000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,221000,US,Medium
Entry-Level,Full-Time,Data Analyst,32974,GB,Medium
Senior-Level,Full-Time,Data Analyst,153900,US,Medium
Mid-Level,Full-Time,Machine Learning Scientist,230000,US,Medium
Entry-Level,Full-Time,Data Analyst,115000,US,Medium
Mid-Level,Full-Time,Data Integration Specialist,93750,GB,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,78800,US,Medium
Senior-Level,Full-Time,Data Analyst,150000,US,Medium
Mid-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Analyst,95000,US,Medium
Senior-Level,Full-Time,Data Scientist,196000,US,Medium
Senior-Level,Full-Time,Data Scientist,220000,US,Medium
Mid-Level,Full-Time,Applied Scientist,136000,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Data Infrastructure Engineer,145000,US,Medium
Mid-Level,Full-Time,AI Scientist,81838,AU,Large
Senior-Level,Full-Time,Data Architect,180000,US,Medium
Mid-Level,Full-Time,Data Analyst,95400,US,Medium
Mid-Level,Full-Time,Data Analyst,120000,US,Medium
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Senior-Level,Full-Time,Data Analyst,192300,US,Medium
Entry-Level,Full-Time,Research Analyst,115000,US,Medium
Senior-Level,Full-Time,Data Science Manager,152000,FR,Large
Senior-Level,Full-Time,Data Analyst,112900,US,Medium
Senior-Level,Full-Time,Data Science,95100,US,Medium
Mid-Level,Full-Time,Data Scientist,107682,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,186000,US,Medium
Senior-Level,Full-Time,Data Architect,110000,US,Medium
Mid-Level,Full-Time,Data Engineer,103000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,73100,US,Medium
Mid-Level,Full-Time,Research Engineer,100000,US,Medium
Mid-Level,Full-Time,Research Engineer,128000,US,Medium
Senior-Level,Full-Time,Data Engineer,126000,US,Medium
Executive-Level,Full-Time,Data Engineer,94000,US,Medium
Senior-Level,Full-Time,Data Engineer,125000,GB,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,148300,US,Medium
Senior-Level,Full-Time,Data Scientist,48585,ES,Medium
Senior-Level,Full-Time,Data Engineer,200000,US,Medium
Senior-Level,Full-Time,AI Engineer,287500,US,Medium
Mid-Level,Full-Time,Data Engineer,58300,US,Medium
Mid-Level,Full-Time,Data Analyst,50000,US,Medium
Senior-Level,Full-Time,Data Scientist,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,220000,US,Medium
Senior-Level,Full-Time,ML Engineer,275000,DE,Medium
Senior-Level,Full-Time,Research Scientist,90700,US,Medium
Mid-Level,Full-Time,Data Analyst,33686,EE,Medium
Senior-Level,Full-Time,Data Scientist,48585,ES,Medium
Senior-Level,Full-Time,Data Scientist,81410,CA,Medium
Entry-Level,Full-Time,Data DevOps Engineer,47918,NL,Large
Senior-Level,Full-Time,Research Scientist,123765,US,Medium
Mid-Level,Full-Time,Data Scientist,116259,AU,Medium
Mid-Level,Full-Time,Machine Learning Engineer,260100,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,210200,US,Medium
Senior-Level,Full-Time,Research Scientist,440000,US,Medium
Senior-Level,Full-Time,Data Scientist,120000,US,Medium
Senior-Level,Full-Time,Data Engineer,254000,US,Medium
Mid-Level,Full-Time,Data Scientist,112000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,253000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,204500,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,104300,US,Large
Senior-Level,Full-Time,Research Engineer,240000,US,Medium
Mid-Level,Full-Time,Data Analyst,150000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,109400,US,Medium
Senior-Level,Full-Time,Research Scientist,245000,US,Medium
Senior-Level,Full-Time,ETL Developer,53300,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,252000,US,Medium
Senior-Level,Full-Time,Data Analyst,106800,US,Medium
Mid-Level,Full-Time,Data Science,142500,US,Medium
Entry-Level,Full-Time,Data Engineer,160000,US,Medium
Mid-Level,Full-Time,Data Scientist,144650,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,172200,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,234700,US,Medium
Senior-Level,Full-Time,Data Analyst,67000,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Large
Senior-Level,Full-Time,Data Scientist,226000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,214200,US,Medium
Senior-Level,Full-Time,Computational Biologist,186153,CA,Medium
Executive-Level,Full-Time,Data Analyst,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,132974,US,Medium
Senior-Level,Full-Time,Data Scientist,178000,US,Medium
Senior-Level,Full-Time,Data Engineer,214500,US,Medium
Mid-Level,Full-Time,Data Scientist,51676,GB,Medium
Senior-Level,Full-Time,Data Science Engineer,220000,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,100000,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,42457,ZA,Medium
Executive-Level,Full-Time,Data Scientist,258750,US,Medium
Senior-Level,Full-Time,AI Engineer,200000,US,Medium
Senior-Level,Full-Time,Data Analyst,125000,US,Medium
Mid-Level,Full-Time,Data Scientist,93300,US,Medium
Senior-Level,Full-Time,Data Analyst,36773,ES,Medium
Senior-Level,Full-Time,Data Engineer,138750,US,Medium
Senior-Level,Part-Time,Data Architect,212000,US,Medium
Senior-Level,Full-Time,Data Architect,222000,US,Medium
Executive-Level,Full-Time,Data Engineer,219650,US,Medium
Senior-Level,Full-Time,Data Scientist,160000,US,Medium
Senior-Level,Full-Time,Data Manager,105200,US,Medium
Senior-Level,Full-Time,Data Engineer,275000,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,138000,US,Medium
Senior-Level,Full-Time,Data Engineer,160000,US,Medium
Senior-Level,Full-Time,Data Engineer,240500,US,Large
Senior-Level,Full-Time,Data Analyst,166000,US,Medium
Senior-Level,Full-Time,Research Scientist,159300,US,Medium
Senior-Level,Full-Time,Data Analyst,134200,US,Medium
Mid-Level,Full-Time,Data Analyst,115000,US,Medium
Senior-Level,Full-Time,Data Scientist,308000,US,Medium
Senior-Level,Full-Time,Data Scientist,180000,US,Medium
Senior-Level,Full-Time,Data Analyst,130000,US,Medium
Senior-Level,Full-Time,Data Architect,206000,US,Medium
Senior-Level,Full-Time,Data Architect,150000,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,81000,US,Small
Mid-Level,Full-Time,Data Scientist,172386,GB,Medium
Senior-Level,Full-Time,Data Engineer,42026,PT,Medium
Senior-Level,Full-Time,Data Architect,178600,US,Medium
Entry-Level,Full-Time,Data Analyst,93000,US,Medium
Senior-Level,Full-Time,Business Intelligence Analyst,125000,US,Medium
Senior-Level,Full-Time,Data Scientist,146000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,112400,GB,Medium
Senior-Level,Full-Time,Data Analyst,95000,US,Medium
Senior-Level,Full-Time,Data Scientist,164000,US,Medium
Senior-Level,Full-Time,Data Scientist,130000,US,Medium
Senior-Level,Full-Time,Data Analyst,119636,US,Medium
Senior-Level,Full-Time,Business Intelligence Engineer,104300,US,Large
Senior-Level,Full-Time,Data Analyst,73100,US,Medium
Mid-Level,Full-Time,Research Scientist,165000,US,Medium
Senior-Level,Full-Time,Data Analyst,78400,US,Large
Senior-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Research Scientist,170000,US,Medium
Senior-Level,Full-Time,Research Engineer,142600,US,Medium
Senior-Level,Full-Time,Data Engineer,185900,US,Medium
Senior-Level,Full-Time,AI Architect,204000,US,Medium
Entry-Level,Full-Time,Data Science,26000,RO,Large
Executive-Level,Full-Time,Data Engineer,175000,US,Medium
Senior-Level,Full-Time,Data Scientist,133300,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,68293,IE,Small
Entry-Level,Full-Time,Research Analyst,150000,US,Medium
Mid-Level,Freelance,Business Data Analyst,36000,GH,Small
Senior-Level,Full-Time,Data Scientist,38868,ES,Medium
Mid-Level,Full-Time,Analytics Engineer,154100,US,Medium
Senior-Level,Full-Time,Data Engineer,107500,US,Medium
Senior-Level,Full-Time,Applied Scientist,212800,US,Large
Senior-Level,Full-Time,Machine Learning Engineer,159000,US,Medium
Senior-Level,Full-Time,Data Architect,187500,US,Medium
Senior-Level,Full-Time,Data Engineer,115000,US,Medium
Mid-Level,Full-Time,Data Analyst,134400,US,Medium
Mid-Level,Full-Time,Data Engineer,68750,GB,Medium
Mid-Level,Full-Time,Data Engineer,110820,GB,Medium
Senior-Level,Full-Time,Robotics Software Engineer,160000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,132870,GB,Medium
Senior-Level,Full-Time,Applied Scientist,184000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,180000,US,Medium
Senior-Level,Full-Time,Data Scientist,209300,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,247500,US,Medium
Senior-Level,Full-Time,Data Analyst,138800,US,Medium
Mid-Level,Full-Time,Data Analyst,109000,US,Medium
Senior-Level,Full-Time,Data Analyst,210000,US,Medium
Senior-Level,Full-Time,Data Engineer,123000,US,Medium
Senior-Level,Full-Time,Data Scientist,136300,US,Medium
Senior-Level,Full-Time,Data Analytics Manager,190000,US,Medium
Senior-Level,Full-Time,Research Scientist,180000,US,Medium
Senior-Level,Full-Time,Data Engineer,154000,US,Medium
Mid-Level,Full-Time,Data Analyst,70000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,90000,US,Medium
Mid-Level,Full-Time,Research Scientist,198340,GB,Medium
Mid-Level,Full-Time,Data Scientist,111000,US,Medium
Senior-Level,Full-Time,Research Scientist,105200,US,Medium
Mid-Level,Full-Time,Applied Scientist,222200,US,Large
Senior-Level,Full-Time,Data Manager,120000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Analyst,80000,US,Medium
Senior-Level,Full-Time,Data Scientist,87500,GB,Medium
Senior-Level,Full-Time,Data Architect,190196,US,Medium
Senior-Level,Full-Time,Data Analyst,192000,US,Medium
Senior-Level,Full-Time,AI Engineer,210000,US,Medium
Senior-Level,Full-Time,Research Engineer,150000,GB,Medium
Senior-Level,Full-Time,Data Engineer,120000,US,Medium
Senior-Level,Full-Time,Data Scientist,55000,US,Small
Senior-Level,Full-Time,Machine Learning Engineer,109400,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,189650,US,Medium
Entry-Level,Full-Time,Machine Learning Engineer,35093,GB,Large
Senior-Level,Full-Time,Data Scientist,720000,US,Medium
Senior-Level,Full-Time,Data Scientist,111000,US,Medium
Mid-Level,Full-Time,Machine Learning Engineer,49216,GB,Medium
Mid-Level,Full-Time,Data Engineer,95000,US,Medium
Senior-Level,Full-Time,Data Science,145000,US,Medium
Mid-Level,Full-Time,BI Developer,76300,US,Medium
Mid-Level,Full-Time,Research Scientist,187442,CA,Large
Entry-Level,Full-Time,Data Analyst,82400,US,Medium
Entry-Level,Full-Time,Data Science Consultant,27317,ES,Large
Senior-Level,Full-Time,Data Scientist,150931,US,Medium
Mid-Level,Full-Time,Data Analyst,42400,US,Medium
Entry-Level,Full-Time,AI Scientist,18053,AS,Small
Mid-Level,Full-Time,Data Analyst,65000,US,Medium
Senior-Level,Full-Time,Data Engineer,115000,US,Medium
Senior-Level,Full-Time,Data Engineer,105700,US,Large
Entry-Level,Full-Time,Research Scientist,200000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,152000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,214500,US,Medium
Mid-Level,Full-Time,Data Scientist,70000,US,Medium
Senior-Level,Full-Time,Data Engineer,81250,GB,Medium
Senior-Level,Full-Time,Data Analyst,75000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Engineer,232960,US,Medium
Executive-Level,Full-Time,Data Analytics Manager,140000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,225000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,113366,DE,Large
Entry-Level,Full-Time,Data Analyst,45700,US,Medium
Mid-Level,Full-Time,Data Engineer,147500,US,Medium
Mid-Level,Full-Time,Data Analyst,165000,US,Medium
Mid-Level,Full-Time,Data Science,137500,US,Medium
Mid-Level,Full-Time,Data Analyst,140000,US,Medium
Senior-Level,Full-Time,Data Scientist,191475,US,Medium
Senior-Level,Full-Time,Data Architect,213120,US,Medium
Senior-Level,Full-Time,Data Engineer,251250,US,Medium
Entry-Level,Full-Time,Research Analyst,179000,US,Medium
Senior-Level,Full-Time,Analytics Engineer,178600,US,Medium
Mid-Level,Full-Time,Data Engineer,166000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,267720,US,Medium
Senior-Level,Full-Time,Data Scientist,142000,US,Small
Senior-Level,Full-Time,Data Analyst,143000,US,Medium
Entry-Level,Part-Time,Data Scientist,58300,US,Medium
Senior-Level,Full-Time,Machine Learning Scientist,204600,US,Medium
Entry-Level,Full-Time,Data Analyst,80000,US,Medium
Mid-Level,Full-Time,Data Science,287800,US,Medium
Senior-Level,Full-Time,Data Engineer,150895,US,Medium
Senior-Level,Full-Time,Data Manager,145000,US,Medium
Senior-Level,Full-Time,Data Engineer,230000,US,Medium
Mid-Level,Full-Time,AI Engineer,171000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,185000,US,Medium
Mid-Level,Full-Time,BI Developer,128000,US,Medium
Senior-Level,Full-Time,Data Engineer,135000,US,Medium
Senior-Level,Full-Time,Data Scientist,156600,US,Medium
Mid-Level,Full-Time,Machine Learning Scientist,180000,CA,Medium
Senior-Level,Full-Time,Machine Learning Engineer,93300,US,Medium
Senior-Level,Full-Time,Data Scientist,240000,US,Medium
Senior-Level,Full-Time,Data Science Consultant,90000,US,Medium
Mid-Level,Full-Time,Data Manager,115500,US,Medium
Senior-Level,Full-Time,Data Analyst,139000,US,Medium
Senior-Level,Full-Time,Data Engineer,154600,US,Large
Entry-Level,Full-Time,AI Programmer,70000,AU,Large
Mid-Level,Full-Time,Data Scientist,70000,US,Medium
Senior-Level,Full-Time,Data Manager,55200,US,Medium
Senior-Level,Full-Time,Data Engineer,94500,US,Medium
Senior-Level,Full-Time,Data Analyst,113220,US,Medium
Mid-Level,Full-Time,Data Engineer,150000,US,Medium
Senior-Level,Full-Time,Data Analyst,128000,US,Medium
Mid-Level,Full-Time,Analytics Engineer,172200,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,120250,US,Medium
Senior-Level,Full-Time,Machine Learning Researcher,250800,US,Medium
Senior-Level,Full-Time,BI Analyst,118800,US,Medium
Executive-Level,Full-Time,Data Scientist,180000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,119700,US,Medium
Senior-Level,Full-Time,BI Developer,110000,US,Medium
Entry-Level,Full-Time,Data Scientist,24000,US,Medium
Senior-Level,Full-Time,Data Science Practitioner,83900,US,Medium
Senior-Level,Full-Time,Data Engineer,153600,US,Medium
Executive-Level,Full-Time,Director of Data Science,249300,US,Medium
Senior-Level,Full-Time,Data Analyst,138000,US,Medium
Senior-Level,Full-Time,Applied Scientist,178538,US,Medium
Senior-Level,Full-Time,Data Scientist,191475,US,Medium
Mid-Level,Full-Time,Applied Scientist,36000,NG,Medium
Senior-Level,Full-Time,Data Engineer,63000,US,Medium
Entry-Level,Full-Time,Data Analyst,69525,US,Medium
Mid-Level,Full-Time,Data Analyst,75000,CA,Medium
Senior-Level,Full-Time,Data Engineer,100000,US,Medium
Senior-Level,Full-Time,Data Architect,149040,US,Medium
Senior-Level,Full-Time,Data Engineer,142200,DE,Medium
Senior-Level,Full-Time,Data Scientist,153000,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,142200,US,Medium
Senior-Level,Full-Time,Machine Learning Engineer,166600,US,Medium
Senior-Level,Full-Time,Research Scientist,198800,US,Medium
Senior-Level,Full-Time,Research Scientist,234000,US,Medium
Senior-Level,Full-Time,Data Engineer,140000,US,Medium
Senior-Level,Full-Time,Data Scientist,204800,US,Medium
Senior-Level,Full-Time,Data Scientist,156400,US,Medium
